"Player Name","Team","Pos","Games","PPR","1.5 TE","Half","Std","6 Pt Pass","ADP"
"New TEN RB","TEN","RB","17","25.1","25.1","21.6","18.0","25.1",""
"Deonte Harty","BUF","WR","17","25.6","25.6","21.5","17.4","25.6","162"
"Lil'Jordan Humphrey","DEN","WR","17","26.5","26.5","21.4","16.4","26.5","162"
"New GB RB","GB","RB","17","23.1","23.1","20.7","18.3","23.1",""
"Ronnie Bell","SF","WR","17","25.6","25.6","20.7","15.7","25.6","102"
"New NYJ RB 2","NYJ","RB","17","22.7","22.7","20.6","18.4","22.7",""
"Julian Hill","MIA","TE","17","26.3","32.1","20.5","14.8","26.3","104"
"New LAR WR","LAR","WR","17","25.5","25.5","20.4","15.4","25.5",""
"Sam Howell","WAS","QB","17","20.4","20.4","20.4","20.4","23.7","36"
"Mo Alie-Cox","IND","TE","17","25.1","30.0","20.3","15.4","25.1","104"
"Andrew Ogletree","IND","TE","17","25.1","30.0","20.3","15.4","25.1","58"
"Brenton Strange","JAX","TE","17","26.1","32.1","20.1","14.1","26.1","81"
"Joe Flacco","CLE","QB","17","19.9","19.9","19.9","19.9","24.4","40"
"Cam Akers","MIN","RB","17","22.0","22.0","19.9","17.8","22.0","95"
"KhaDarel Hodge","ATL","WR","17","23.6","23.6","19.5","15.4","23.6","203"
"Alex Erickson","LAC","WR","17","24.1","24.1","19.5","15.0","24.1","203"
"Brycen Hopkins","LAR","TE","17","23.6","27.8","19.4","15.2","23.6","104"
"New SF WR","SF","WR","17","24.1","24.1","19.3","14.4","24.1",""
"Jordan Akins","CLE","TE","17","25.0","30.9","19.1","13.2","25.0","104"
"Eric Gray","NYG","RB","17","21.8","21.8","18.8","15.9","21.8","87"
"Mecole Hardman Jr.","KC","WR","17","22.8","22.8","18.7","14.6","22.8","105"
"Jason Brownlee","NYJ","WR","17","23.4","23.4","18.6","13.8","23.4","203"
"Erik Ezukanma","MIA","WR","17","22.6","22.6","18.5","14.4","22.6","203"
"DeAndre Carter","LVR","WR","17","23.1","23.1","18.4","13.7","23.1","180"
"Velus Jones Jr.","CHI","WR","17","21.7","21.7","18.2","14.7","21.7","203"
"Richie James Jr.","KC","WR","17","22.5","22.5","18.1","13.7","22.5","110"
"Luke Schoonmaker","DAL","TE","17","23.0","28.1","17.8","12.6","23.0","71"
"Robert Tonyan","CHI","TE","17","22.5","27.4","17.6","12.7","22.5","104"
"Robbie Chosen","MIA","WR","17","20.4","20.4","17.5","14.6","20.4",""
"Boston Scott","PHI","RB","17","18.2","18.2","17.2","16.3","18.2","152"
"Josh Whyle","TEN","TE","17","21.6","26.2","17.0","12.4","21.6","104"
"DeeJay Dallas","SEA","RB","17","20.4","20.4","16.8","13.2","20.4","152"
"New ARI WR","ARI","WR","17","26.8","26.8","16.8","6.7","26.8",""
"Stone Smartt","LAC","TE","17","20.7","24.8","16.5","12.4","20.7","104"
"Peyton Hendershot","DAL","TE","17","20.5","24.6","16.4","12.2","20.5","104"
"Cordarrelle Patterson","ATL","RB","17","20.4","20.4","16.4","12.3","20.4","139"
"Drew Lock","SEA","QB","17","16.0","16.0","16.0","16.0","18.9","59"
"Devin Duvernay","BAL","WR","17","19.2","19.2","16.0","12.8","19.2","180"
"Marcus Mariota","PHI","QB","17","15.9","15.9","15.9","15.9","18.6","79"
"Ameer Abdullah","LVR","RB","17","20.0","20.0","15.8","11.6","20.0","152"
"Brandon Johnson","DEN","TE","17","19.2","22.6","15.8","12.4","19.2","203"
"Trenton Irwin","CIN","WR","17","18.7","18.7","15.4","12.1","18.7","162"
"Scott Miller","ATL","WR","17","18.8","18.8","15.1","11.4","18.8","203"
"Kevin Harris","NE","RB","17","16.2","16.2","15.1","14.0","16.2","152"
"Zach Wilson","NYJ","QB","17","15.0","15.0","15.0","15.0","17.9","71"
"Brock Wright","DET","TE","17","19.8","24.6","15.0","10.2","19.8","43"
"Sterling Shepard","NYG","WR","17","19.8","19.8","15.0","10.1","19.8","203"
"Rakim Jarrett","TB","WR","17","18.0","18.0","14.8","11.6","18.0","203"
"Donovan Peoples-Jones","DET","WR","17","17.9","17.9","14.7","11.5","17.9","150"
"Kenny McIntosh","SEA","RB","17","17.4","17.4","14.6","11.7","17.4","152"
"Tyson Bagent","CHI","QB","17","14.3","14.3","14.3","14.3","16.6","79"
"Mason Rudolph","PIT","QB","17","14.1","14.1","14.1","14.1","15.8","50"
"Taylor Heinicke","ATL","QB","17","14.1","14.1","14.1","14.1","16.2","79"
"Chase Claypool","MIA","WR","17","16.9","16.9","14.1","11.2","16.9","150"
"Marcedes Lewis","CHI","TE","17","18.1","22.1","14.0","10.0","18.1","104"
"Gardner Minshew","IND","QB","17","13.7","13.7","13.7","13.7","15.9",""
"Isaiah McKenzie","IND","WR","17","16.3","16.3","13.5","10.7","16.3","203"
"Laviska Shenault Jr.","CAR","WR","17","16.5","16.5","13.5","10.4","16.5","203"
"Equanimeous St. Brown","CHI","WR","17","16.9","16.9","13.4","9.8","16.9","203"
"New BAL RB","BAL","RB","17","14.1","14.1","13.1","12.2","14.1",""
"Nick Mullens","MIN","QB","17","13.0","13.0","13.0","13.0","15.7","59"
"Stephen Sullivan","CAR","TE","17","16.5","20.0","13.0","9.5","16.5","104"
"Trent Sherfield","BUF","WR","17","16.2","16.2","13.0","9.7","16.2","203"
"Joshua Dobbs","MIN","QB","17","12.7","12.7","12.7","12.7","15.3","50"
"Charlie Kolar","BAL","TE","17","16.2","19.7","12.7","9.2","16.2","104"
"Andrew Beck","HOU","RB","17","16.1","16.1","12.6","9.2","16.1","152"
"Lucas Krull","DEN","TE","17","15.7","18.8","12.6","9.5","15.7","104"
"Jalen Reagor","NE","WR","17","15.6","15.6","12.6","9.5","15.6","203"
"Randall Cobb","NYJ","WR","17","16.1","16.1","12.5","9.0","16.1","203"
"Raheem Blackshear","CAR","RB","17","15.0","15.0","12.5","10.0","15.0","152"
"Ben Skowronek","LAR","WR","17","16.3","16.3","12.4","8.5","16.3","203"
"Patrick Ricard","BAL","RB","17","14.7","14.7","12.3","10.0","14.7","152"
"Jaren Hall","MIN","QB","17","12.3","12.3","12.3","12.3","15.0","79"
"Pharaoh Brown","NE","TE","17","15.5","18.9","12.2","8.9","15.5","104"
"New NYG QB","NYG","QB","17","12.2","12.2","12.2","12.2","14.1",""
"Marquise Goodwin","CLE","WR","17","14.2","14.2","12.1","10.0","14.2","203"
"Jalen Guyton","LAC","WR","17","14.6","14.6","12.1","9.6","14.6","203"
"Ty Montgomery","NE","RB","17","14.4","14.4","12.1","9.7","14.4","203"
"C.J. Ham","MIN","RB","17","14.4","14.4","11.9","9.3","14.4","152"
"Mitchell Trubisky","PIT","QB","17","11.8","11.8","11.8","11.8","13.5","79"
"Sean Tucker","TB","RB","17","14.1","14.1","11.8","9.4","14.1","115"
"Derrick Gore","WAS","RB","17","12.7","12.7","11.7","10.7","12.7","152"
"Mike Boone","HOU","RB","17","13.9","13.9","11.6","9.3","13.9","152"
"Kyle Trask","TB","QB","17","11.5","11.5","11.5","11.5","13.6","79"
"Ryan Tannehill","TEN","QB","17","11.4","11.4","11.4","11.4","12.5","37"
"Emanuel Wilson","GB","RB","17","12.2","12.2","11.1","10.0","12.2","100"
"Keaontay Ingram","ARI","RB","17","13.4","13.4","11.1","8.7","13.4","82"
"Jimmy Graham","NO","TE","17","13.5","16.0","10.9","8.4","13.5","104"
"Tyler Kroft","MIA","TE","17","13.7","16.6","10.9","8.0","13.7","104"
"Tanner Conner","MIA","TE","17","13.7","16.6","10.9","8.0","13.7","104"
"Sam Darnold","SF","QB","17","10.6","10.6","10.6","10.6","12.5","35"
"Zach Evans","LAR","RB","17","11.6","11.6","10.6","9.6","11.6","105"
"Tyler Huntley","BAL","QB","17","10.4","10.4","10.4","10.4","12.0","79"
"Trey Lance","DAL","QB","17","10.3","10.3","10.3","10.3","12.5","53"
"New NO WR","NO","WR","17","10.2","10.2","10.2","10.2","10.2",""
"Jack Stoll","PHI","TE","17","12.5","15.2","9.8","7.1","12.5","104"
"Jesper Horsted","LVR","TE","17","12.6","15.4","9.7","6.8","12.6","104"
"Patrick Taylor","GB","RB","17","10.5","10.5","9.6","8.6","10.5","89"
"Mike White","MIA","QB","17","9.3","9.3","9.3","9.3","11.1","59"
"KaVontae Turpin","DAL","WR","17","9.2","9.2","9.2","9.2","9.2","162"
"Kene Nwangwu","MIN","RB","17","10.4","10.4","9.1","7.9","10.4","152"
"James Mitchell","DET","TE","17","11.3","13.7","8.9","6.5","11.3","104"
"Zach Pascal","ARI","WR","17","11.3","11.3","8.9","6.5","11.3","203"
"Salvon Ahmed","MIA","RB","17","9.8","9.8","8.8","7.8","9.8","152"
"Chris Evans","CIN","RB","17","9.8","9.8","8.7","7.5","9.8","139"
"Jacoby Brissett","WAS","QB","17","8.6","8.6","8.6","8.6","10.0","68"
"Jalen Nailor","MIN","WR","17","10.6","10.6","8.6","6.5","10.6","203"
"Jake Browning","CIN","QB","17","8.5","8.5","8.5","8.5","9.9","41"
"David Moore","TB","WR","17","10.4","10.4","8.5","6.6","10.4","180"
"Gary Brightwell","NYG","RB","17","9.2","9.2","8.3","7.3","9.2","152"
"Teagan Quitoriano","HOU","TE","17","10.2","12.1","8.2","6.2","10.2","104"
"MyCole Pruitt","ATL","TE","17","10.2","12.2","8.2","6.2","10.2","96"
"Payne Durham","TB","TE","17","10.0","12.0","8.0","6.0","10.0","104"
"Dee Eskridge","SEA","WR","17","9.5","9.5","7.9","6.3","9.5","203"
"New ARI TE","ARI","TE","17","10.1","12.4","7.8","5.5","10.1",""
"Jamison Crowder","WAS","WR","17","9.7","9.7","7.6","5.5","9.7","150"
"Anthony McFarland Jr.","PIT","RB","17","8.6","8.6","7.6","6.6","8.6",""
"Bo Melton","GB","WR","17","9.3","9.3","7.5","5.7","9.3","129"
"New SEA RB","SEA","RB","17","8.4","8.4","7.5","6.5","8.4",""
"Tommy DeVito","NYG","QB","17","7.5","7.5","7.5","7.5","8.6","71"
"Ian Thomas","CAR","TE","17","9.1","10.9","7.4","5.6","9.1","104"
"Kyle Allen","BUF","QB","17","7.3","7.3","7.3","7.3","8.6","79"
"Eric Saubert","MIA","TE","17","9.2","11.1","7.2","5.3","9.2","104"
"Danny Gray","SF","WR","17","8.6","8.6","7.1","5.6","8.6","134"
"Geoff Swaim","ARI","TE","17","9.2","11.3","7.1","5.0","9.2","104"
"Malik Cunningham","BAL","QB","17","7.1","7.1","7.1","7.1","7.6","53"
"New NO QB","NO","QB","17","7.1","7.1","7.1","7.1","8.8",""
"New BAL WR","BAL","WR","17","8.5","8.5","7.0","5.6","8.5",""
"Blaine Gabbert","KC","QB","17","6.9","6.9","6.9","6.9","8.3","44"
"Darrynton Evans","CHI","RB","17","7.7","7.7","6.9","6.1","7.7","139"
"Hendon Hooker","DET","QB","17","6.9","6.9","6.9","6.9","8.0","71"
"Tim Jones","JAX","WR","17","8.3","8.3","6.5","4.6","8.3","203"
"Easton Stick","LAC","QB","17","6.4","6.4","6.4","6.4","7.6","79"
"Hunter Long","LAR","TE","17","8.2","10.1","6.3","4.4","8.2","104"
"Jermar Jefferson","DET","RB","17","7.4","7.4","6.3","5.3","7.4","152"
"D.J. Montgomery","IND","WR","17","7.7","7.7","6.3","4.9","7.7","203"
"New CIN RB","CIN","RB","17","7.3","7.3","6.2","5.1","7.3",""
"Phillip Dorsett","DEN","WR","17","7.4","7.4","6.1","4.7","7.4","203"
"Lance McCutcheon","LAR","WR","17","7.7","7.7","6.1","4.4","7.7","203"
"Jameis Winston","NO","QB","17","6.0","6.0","6.0","6.0","7.5","71"
"James Proche","CLE","WR","17","7.5","7.5","5.9","4.3","7.5","203"
"C.J. Beathard","JAX","QB","17","5.9","5.9","5.9","5.9","6.9","50"
"Mitchell Wilcox","CIN","TE","17","7.9","9.9","5.9","3.8","7.9","104"
"Lynn Bowden Jr.","NO","WR","17","7.4","7.4","5.7","4.1","7.4",""
"Sean Clifford","GB","QB","17","5.7","5.7","5.7","5.7","7.1","79"
"Connor Heyward","PIT","TE","17","7.5","9.3","5.7","3.8","7.5","96"
"Dare Ogunbowale","HOU","RB","17","6.6","6.6","5.7","4.7","6.6","152"
"Davis Mills","HOU","QB","17","5.6","5.6","5.6","5.6","7.0","79"
"Tyrod Taylor","NYG","QB","17","5.6","5.6","5.6","5.6","6.4","79"
"Blake Bell","KC","TE","17","7.3","9.1","5.5","3.8","7.3","40"
"Tyler Goodson","IND","RB","17","6.4","6.4","5.5","4.6","6.4","152"
"Ross Dwelley","SF","TE","17","6.7","8.1","5.3","3.9","6.7","35"
"Michael Burton","DEN","RB","17","6.4","6.4","5.3","4.1","6.4","152"
"Trey Sermon","IND","RB","17","6.1","6.1","5.2","4.4","6.1","152"
"Brandon Bolden","LVR","RB","17","5.0","5.0","5.0","5.0","5.0","139"
"Michael Bandy","DEN","WR","17","6.3","6.3","5.0","3.7","6.3","203"
"Andy Dalton","CAR","QB","17","4.9","4.9","4.9","4.9","5.7","79"
"Carson Wentz","LAR","QB","17","4.7","4.7","4.7","4.7","5.7","46"
"Derek Watt","PIT","RB","17","6.6","6.6","4.7","2.8","6.6","152"
"Mac Jones","NE","QB","17","4.7","4.7","4.7","4.7","5.5","46"
"Kayshon Boutte","NE","WR","17","6.1","6.1","4.7","3.3","6.1","203"
"Quintin Morris","BUF","TE","17","5.5","6.5","4.5","3.4","5.5","104"
"Tucker Fisk","ATL","TE","17","5.7","7.1","4.4","3.0","5.7","104"
"Justyn Ross","KC","WR","17","5.1","5.1","4.2","3.3","5.1","113"
"Elijah Dotson","LAC","RB","17","5.2","5.2","4.1","3.0","5.2","139"
"Jonathan Ward","TEN","RB","17","4.9","4.9","4.0","3.1","4.9","152"
"Ben Ellefson","MIN","TE","17","5.0","6.1","4.0","2.9","5.0","104"
"Albert Okwuegbunam","PHI","TE","17","4.6","5.5","3.7","2.8","4.6","104"
"Zack Kuntz","NYJ","TE","17","4.7","5.7","3.7","2.7","4.7","104"
"Charlie Woerner","SF","TE","17","4.6","5.5","3.7","2.7","4.6","49"
"Brayden Willis","SF","TE","17","4.6","5.5","3.7","2.7","4.6","54"
"D'Ernest Johnson","JAX","RB","17","4.2","4.2","3.6","3.0","4.2","152"
"Chris Conley","SF","WR","17","4.2","4.2","3.5","2.7","4.2","120"
"Willie Snead","SF","WR","17","4.3","4.3","3.5","2.7","4.3","134"
"Tyrom Johnson","SF","WR","17","4.1","4.1","3.3","2.6","4.1",""
"Britain Covey","PHI","WR","17","4.1","4.1","3.3","2.5","4.1","203"
"David Wells","TB","TE","17","4.2","5.2","3.3","2.3","4.2","104"
"Ko Kieft","TB","TE","17","4.2","5.2","3.3","2.3","4.2","104"
"Trevon Wesco","TEN","TE","17","3.6","4.5","2.8","1.9","3.6","104"
"Marvin Jones Jr.","DET","WR","17","3.4","3.4","2.6","1.9","3.4","203"
"Colton Dowell","TEN","WR","17","3.3","3.3","2.6","1.9","3.3","203"
"Trent Taylor","CHI","WR","17","3.3","3.3","2.6","1.9","3.3","203"
"Bailey Zappe","NE","QB","17","2.4","2.4","2.4","2.4","2.8","79"
"Jaret Patterson","WAS","RB","17","2.3","2.3","2.3","2.3","2.3","152"
"Ronald Jones II","DAL","RB","17","2.2","2.2","2.2","2.2","2.2","152"
"Chris Manhertz","DEN","TE","17","2.8","3.5","2.1","1.4","2.8","104"
"Hunter Luepke","DAL","RB","17","2.0","2.0","2.0","2.0","2.0","152"
"Clayton Tune","ARI","QB","17","1.9","1.9","1.9","1.9","2.6","79"
"Tyrion Davis-Price","SF","RB","17","1.6","1.6","1.6","1.6","1.6","84"
"Brett Rypien","LAR","QB","17","1.6","1.6","1.6","1.6","1.6","79"
"Jeff Driskel","HOU","QB","17","1.4","1.4","1.4","1.4","1.4","79"
"Dontrell Hilliard","TEN","RB","17","1.4","1.4","1.4","1.4","1.4","152"
"Hassan Haskins","TEN","RB","17","1.4","1.4","1.4","1.4","1.4","152"
"Julius Chestnut","TEN","RB","17","1.4","1.4","1.4","1.4","1.4","152"
"Kaden Davis","ARI","WR","17","1.1","1.1","0.7","0.3","1.1","203"
"Daniel Arias","ARI","WR","17","1.1","1.1","0.7","0.3","1.1","203"
"Justin Shorter","BUF","WR","17","0.5","0.5","0.5","0.5","0.5","180"
"Josiah Deguara","GB","TE","17","0.0","0.0","0.0","0.0","0.0","104"
"Malik Heath","GB","WR","17","0.0","0.0","0.0","0.0","0.0","203"
"Tyler Davis","GB","TE","17","0.0","0.0","0.0","0.0","0.0","104"
"Dax Milne","WAS","WR","17","0.0","0.0","0.0","0.0","0.0","203"
"Malik Willis","TEN","QB","17","0.0","0.0","0.0","0.0","0.0","79"
"Mason Kinsey","TEN","WR","17","0.0","0.0","0.0","0.0","0.0","203"
"Jonathan Williams","WAS","RB","17","0.0","0.0","0.0","0.0","0.0","152"
"Kaylon Geiger","TB","WR","17","0.0","0.0","0.0","0.0","0.0","203"
"Patrick Laird","TB","RB","17","0.0","0.0","0.0","0.0","0.0","115"
"Rashaad Penny","PHI","RB","17","0.0","0.0","0.0","0.0","0.0","105"
"Tre'Quan Smith","NO","WR","17","0.0","0.0","0.0","0.0","0.0","203"
"Random Player","NYJ","RB","17","0.0","0.0","0.0","0.0","0.0",""
"Bryce Ford-Wheaton","NYG","WR","17","0.0","0.0","0.0","0.0","0.0","203"
"Zach Gentry","PIT","TE","17","0.0","0.0","0.0","0.0","0.0","104"
"Jashaun Corbin","NYG","RB","17","0.0","0.0","0.0","0.0","0.0","152"
"Random Player","DEN","QB","17","0.0","0.0","0.0","0.0","0.0",""
"Tylan Wallace","BAL","WR","17","0.0","0.0","0.0","0.0","0.0","203"
"Deneric Prince","KC","RB","17","0.0","0.0","0.0","0.0","0.0","86"
"Elijah Cooks","JAX","WR","17","0.0","0.0","0.0","0.0","0.0","203"
"Matt Corral","CAR","QB","17","0.0","0.0","0.0","0.0","0.0","71"
"Kevin Rader","TEN","TE","17","0.0","0.0","0.0","0.0","0.0","104"
"Nick Foles","IND","QB","17","0.0","0.0","0.0","0.0","0.0","59"
"Keith Kirkwood","NO","WR","17","0.0","0.0","0.0","0.0","0.0","203"
"Eric Saubert","HOU","TE","17","0.0","0.0","0.0","0.0","0.0","104"
"Random Player","SF","QB","17","0.0","0.0","0.0","0.0","0.0",""
"Eric Tomlinson","HOU","TE","17","0.0","0.0","0.0","0.0","0.0","104"
"Dareke Young","SEA","WR","17","0.0","0.0","0.0","0.0","0.0","203"
"O.J. Howard","LVR","TE","17","0.0","0.0","0.0","0.0","0.0","104"
"Josh Ali","ATL","WR","17","0.0","0.0","0.0","0.0","0.0","203"
"Lawrence Cager","NYG","TE","17","0.0","0.0","0.0","0.0","0.0","81"
"Random Player","NE","RB","17","0.0","0.0","0.0","0.0","0.0",""
"Tim Boyle","NYJ","QB","17","0.0","0.0","0.0","0.0","0.0","68"
"Stanley Morgan","CIN","WR","17","0.0","0.0","0.0","0.0","0.0","203"
"Tony Jones Jr.","NO","RB","17","0.0","0.0","0.0","0.0","0.0","152"
"Kareem Hunt","CLE","RB","17","0.0","0.0","0.0","0.0","0.0","81"
"Random Player","CAR","RB","17","0.0","0.0","0.0","0.0","0.0",""
"N'Keal Harry","MIN","WR","17","0.0","0.0","0.0","0.0","0.0","203"
"Byron Pringle","WAS","WR","17","0.0","0.0","0.0","0.0","0.0","203"
"Gunner Olszewski","PIT","WR","17","0.0","0.0","0.0","0.0","0.0","203"
"Nick Vannett","LAC","TE","17","0.0","0.0","0.0","0.0","0.0","104"
"Jody Fortson","KC","TE","17","0.0","0.0","0.0","0.0","0.0","104"
"Random Player","ARI","QB","17","0.0","0.0","0.0","0.0","0.0",""
"Skylar Thompson","MIA","QB","17","0.0","0.0","0.0","0.0","0.0","79"
"Ty Johnson","BUF","RB","17","0.0","0.0","0.0","0.0","0.0","100"
"Nick Vannett","NYG","TE","17","0.0","0.0","0.0","0.0","0.0","104"
"Jeff Cotton","GB","WR","17","0.0","0.0","0.0","0.0","0.0","203"
"Reggie Gilliam","BUF","TE","17","0.0","0.0","0.0","0.0","0.0","152"
"Demetric Felton","CLE","RB","17","0.0","0.0","0.0","0.0","0.0","152"
"Damiere Byrd","ATL","WR","17","0.0","0.0","0.0","0.0","0.0","203"
"Random Player","ATL","RB","17","0.0","0.0","0.0","0.0","0.0",""
"Random Player","ATL","RB","17","0.0","0.0","0.0","0.0","0.0",""
"Grant Calcaterra","PHI","TE","17","0.0","0.0","0.0","0.0","0.0","104"
"Lucas Krull","NO","TE","17","0.0","0.0","0.0","0.0","0.0","104"
"Anthony Firkser","DET","TE","17","0.0","0.0","0.0","0.0","0.0","104"
"Shane Buechele","KC","QB","17","0.0","0.0","0.0","0.0","0.0","79"
"Keelan Doss","LAC","WR","17","0.0","0.0","0.0","0.0","0.0","203"
"Cooper Rush","DAL","QB","17","0.0","0.0","0.0","0.0","0.0","59"
"Reid Sinnett","CIN","QB","17","0.0","0.0","0.0","0.0","0.0","79"
"Antoine Green","DET","WR","17","0.0","0.0","0.0","0.0","0.0","203"
"KeeSean Johnson","BUF","WR","17","0.0","0.0","0.0","0.0","0.0","203"
"Malik Taylor","NYJ","WR","17","0.0","0.0","0.0","0.0","0.0","203"
"Cole Beasley","NYG","WR","17","0.0","0.0","0.0","0.0","0.0","203"
"Snoop Conner","JAX","RB","17","0.0","0.0","0.0","0.0","0.0","152"
"Marquez Callaway","NO","WR","17","0.0","0.0","0.0","0.0","0.0","203"
"Andy Isabella","BUF","WR","17","0.0","0.0","0.0","0.0","0.0","203"
"Random Player","JAX","TE","17","0.0","0.0","0.0","0.0","0.0",""
"Pooka Williams Jr.","CIN","RB","17","0.0","0.0","0.0","0.0","0.0",""
"Shedrick Jackson","CIN","WR","17","0.0","0.0","0.0","0.0","0.0","203"
"Juwann Winfree","IND","WR","17","0.0","0.0","0.0","0.0","0.0","203"
"Miles Boykin","PIT","WR","17","0.0","0.0","0.0","0.0","0.0","203"
"Jalen Brooks","DAL","WR","17","0.0","0.0","0.0","0.0","0.0","203"
"Tyree Jackson","PHI","TE","17","0.0","0.0","0.0","0.0","0.0","104"
"Penny Hart","SEA","WR","17","0.0","0.0","0.0","0.0","0.0","203"
"Random Player","ATL","WR","17","0.0","0.0","0.0","0.0","0.0",""
"Nick Boyle","BAL","TE","17","0.0","0.0","0.0","0.0","0.0","104"
"Zach Davidson","BUF","TE","17","0.0","0.0","0.0","0.0","0.0","104"
"Matt Barkley","BUF","QB","17","0.0","0.0","0.0","0.0","0.0","79"
"Austin Watkins","CLE","WR","17","0.0","0.0","0.0","0.0","0.0","203"
"Jeff Driskel","CLE","QB","17","0.0","0.0","0.0","0.0","0.0","79"
"John Kelly","CLE","RB","17","0.0","0.0","0.0","0.0","0.0","129"
"Nick Guggemos","CLE","TE","17","0.0","0.0","0.0","0.0","0.0","104"
"Sean McKeon","DAL","TE","17","0.0","0.0","0.0","0.0","0.0","104"
"Jason Cabinda","DET","RB","17","0.0","0.0","0.0","0.0","0.0","152"
"Teddy Bridgewater","DET","QB","17","0.0","0.0","0.0","0.0","0.0","79"
"Devine Ozigbo","DET","RB","17","0.0","0.0","0.0","0.0","0.0","152"
"Quintez Cephus","DET","WR","17","0.0","0.0","0.0","0.0","0.0","203"
"Zach Ertz","DET","TE","17","0.0","0.0","0.0","0.0","0.0","50"
"Samori Toure","GB","WR","17","0.0","0.0","0.0","0.0","0.0","203"
"Ben Sims","GB","TE","17","0.0","0.0","0.0","0.0","0.0","81"
"Kurt Benkert","GB","QB","17","0.0","0.0","0.0","0.0","0.0","79"
"Random Player","GB","TE","17","0.0","0.0","0.0","0.0","0.0",""
"Case Keenum","HOU","QB","17","0.0","0.0","0.0","0.0","0.0","79"
"Steven Sims","HOU","WR","17","0.0","0.0","0.0","0.0","0.0","203"
"Random Player","IND","TE","17","0.0","0.0","0.0","0.0","0.0",""
"Nathan Rourke","JAX","QB","17","0.0","0.0","0.0","0.0","0.0","79"
"Kevin Austin","JAX","WR","17","0.0","0.0","0.0","0.0","0.0","203"
"Chris Manhertz","JAX","TE","17","0.0","0.0","0.0","0.0","0.0","104"
"Keaontay Ingram","KC","RB","17","0.0","0.0","0.0","0.0","0.0","82"
"Matt Bushman","KC","TE","17","0.0","0.0","0.0","0.0","0.0","71"
"Max Duggan","LAC","QB","17","0.0","0.0","0.0","0.0","0.0","79"
"John Hightower","LAC","WR","17","0.0","0.0","0.0","0.0","0.0","203"
"Tyler Johnson","LAR","TE","17","0.0","0.0","0.0","0.0","0.0","203"
"Stetson Bennett","LAR","QB","17","0.0","0.0","0.0","0.0","0.0","79"
"Royce Freeman","LAR","RB","17","0.0","0.0","0.0","0.0","0.0","152"
"Austin Trammell","LAR","WR","17","0.0","0.0","0.0","0.0","0.0","203"
"Brittain Brown","LVR","RB","17","0.0","0.0","0.0","0.0","0.0","152"
"Cam Sims","LVR","WR","17","0.0","0.0","0.0","0.0","0.0","203"
"Random Player","LVR","WR","17","0.0","0.0","0.0","0.0","0.0",""
"Jakob Johnson","LVR","RB","17","0.0","0.0","0.0","0.0","0.0","152"
"Bisi Johnson","MIN","WR","17","0.0","0.0","0.0","0.0","0.0","203"
"Trishton Jackson","MIN","WR","17","0.0","0.0","0.0","0.0","0.0","203"
"Matt Sokol","NE","TE","17","0.0","0.0","0.0","0.0","0.0","104"
"Matthew Slater","NE","WR","17","0.0","0.0","0.0","0.0","0.0","203"
"Jesse James","NO","TE","17","0.0","0.0","0.0","0.0","0.0","104"
"Kirk Merritt","NO","RB","17","0.0","0.0","0.0","0.0","0.0","203"
"Kenny Yeboah","NYJ","TE","17","0.0","0.0","0.0","0.0","0.0","81"
"Diontae Spencer","NYJ","WR","17","0.0","0.0","0.0","0.0","0.0","203"
"Nick Bawden","NYJ","RB","17","0.0","0.0","0.0","0.0","0.0","152"
"Random Player","NYJ","RB","17","0.0","0.0","0.0","0.0","0.0",""
"Irvin Charles","NYJ","WR","17","0.0","0.0","0.0","0.0","0.0","203"
"Trevor Siemian","NYJ","QB","17","0.0","0.0","0.0","0.0","0.0","79"
"Noah Togiai","PHI","TE","17","0.0","0.0","0.0","0.0","0.0","104"
"Julio Jones","PHI","WR","17","0.0","0.0","0.0","0.0","0.0","120"
"Tanner McKee","PHI","QB","17","0.0","0.0","0.0","0.0","0.0","79"
"Random Player","PHI","WR","17","0.0","0.0","0.0","0.0","0.0",""
"Hakeem Butler","PIT","WR","17","0.0","0.0","0.0","0.0","0.0","180"
"Rodney Williams","PIT","TE","17","0.0","0.0","0.0","0.0","0.0","104"
"Anthony Miller","PIT","WR","17","0.0","0.0","0.0","0.0","0.0","140"
"Ja'Macrus Brandley","PIT","WR","17","0.0","0.0","0.0","0.0","0.0",""
"Tyler Mabry","SEA","TE","17","0.0","0.0","0.0","0.0","0.0","104"
"Random Person","SEA","RB","17","0.0","0.0","0.0","0.0","0.0",""
"Random Person","SEA","RB","17","0.0","0.0","0.0","0.0","0.0",""
"Cody Thompson","SEA","WR","17","0.0","0.0","0.0","0.0","0.0","203"
"Laquon Treadwell","SEA","WR","17","0.0","0.0","0.0","0.0","0.0","203"
"Random Player","SF","RB","17","0.0","0.0","0.0","0.0","0.0",""
"Random Player","SF","RB","17","0.0","0.0","0.0","0.0","0.0",""
"Marcus Kemp","WAS","WR","17","0.0","0.0","0.0","0.0","0.0","203"
"Wendell Smallwood","WAS","RB","17","0.0","0.0","0.0","0.0","0.0","152"
"Armani Rogers","WAS","TE","17","0.0","0.0","0.0","0.0","0.0","104"
"Curtis Hodges","WAS","TE","17","0.0","0.0","0.0","0.0","0.0","104"
"Jordan Scarlett","FA","RB","17","0.0","0.0","0.0","0.0","0.0","152"
"Jawhar Jordan","FA","RB","17","0.0","0.0","0.0","0.0","0.0","95"
