"Player Name","Team","Pos","Games","PPR","1.5 TE","Half","Std","6 Pt Pass","ADP"
"Jermaine Burton","CIN","WR","17","58.5","58.5","49.6","40.8","58.5","98"
"Chimere Dike","TEN","WR","17","60.5","60.5","49.4","38.2","60.5","121"
"Emanuel Wilson","GB","RB","17","52.4","52.4","48.3","44.3","52.4","81"
"Kalif Raymond","DET","WR","17","59.6","59.6","48.1","36.7","59.6","135"
"Parker Washington","JAX","WR","17","60.3","60.3","48.1","35.9","60.3","121"
"Darnell Washington","PIT","TE","17","59.6","71.6","47.5","35.5","59.6","45"
"Raheem Mostert","LVR","RB","17","52.0","52.0","46.9","41.8","52.0","69"
"Zack Moss","CIN","RB","17","50.5","50.5","46.5","42.5","50.5","73"
"Samaje Perine","CIN","RB","17","52.8","52.8","45.7","38.6","52.8","89"
"Foster Moreau","NO","TE","17","57.6","69.8","45.4","33.3","57.6","66"
"Olamide Zaccheaus","CHI","WR","17","55.9","55.9","45.4","34.9","55.9","135"
"Jacory Croskey-Merritt","WAS","RB","17","50.0","50.0","45.2","40.4","50.0","71"
"Luke Musgrave","GB","TE","17","55.2","66.4","44.0","32.8","55.2","41"
"Tory Horton","SEA","WR","17","53.8","53.8","43.7","33.6","53.8","101"
"Alexander Mattison","MIA","RB","17","48.9","48.9","43.4","38.0","48.9","89"
"Noah Fant","SEA","TE","17","54.2","65.3","43.2","32.1","54.2","41"
"Devin Singletary","NYG","RB","17","47.1","47.1","42.7","38.3","47.1","83"
"New CHI RB","CHI","RB","17","44.6","44.6","42.6","40.6","44.6",""
"Josh Oliver","MIN","TE","17","53.5","64.6","42.5","31.4","53.5","45"
"Will Dissly","LAC","TE","17","53.3","64.5","42.0","30.8","53.3","41"
"Luke McCaffrey","WAS","WR","17","52.4","52.4","42.0","31.6","52.4","118"
"Jonathan Mingo","DAL","WR","17","50.8","50.8","41.5","32.2","50.8","172"
"Taysom Hill","NO","QB","17","45.8","45.8","41.3","36.9","47.6","39"
"Mason Tipton","NO","WR","17","51.2","51.2","41.1","31.1","51.2","172"
"Austin Hooper","NE","TE","17","52.2","63.4","41.0","29.8","52.2","45"
"Malachi Corley","NYJ","WR","17","50.7","50.7","40.9","31.1","50.7","135"
"Michael Mayer","LVR","TE","17","52.6","64.4","40.9","29.2","52.6","41"
"Kareem Hunt","KC","RB","17","43.9","43.9","40.6","37.4","43.9","66"
"Cade Stover","HOU","TE","17","52.3","64.3","40.3","28.4","52.3","45"
"Ty Johnson","BUF","RB","17","44.7","44.7","40.2","35.8","44.7","81"
"Tim Patrick","DET","WR","17","49.1","49.1","39.2","29.3","49.1","121"
"Isaiah Davis","NYJ","RB","17","42.9","42.9","39.2","35.4","42.9","83"
"Damien Martinez","SEA","RB","17","42.5","42.5","39.1","35.6","42.5","89"
"Khalil Herbert","IND","RB","17","40.8","40.8","38.8","36.8","40.8","89"
"LeQuint Allen Jr.","JAX","RB","17","45.5","45.5","38.0","30.6","45.5","89"
"Robert Woods","PIT","WR","17","45.7","45.7","38.0","30.3","45.7","172"
"Erick All","CIN","TE","17","48.0","58.1","37.9","27.9","48.0","66"
"KhaDarel Hodge","ATL","WR","17","45.7","45.7","37.6","29.4","45.7","135"
"Treylon Burks","TEN","WR","17","45.2","45.2","37.4","29.6","45.2","135"
"KeAndre Lambert-Smith","LAC","WR","17","45.1","45.1","37.3","29.4","45.1","135"
"Sam Howell","MIN","QB","17","37.2","37.2","37.2","37.2","44.0","38"
"Marquez Valdes-Scantling","SEA","WR","17","45.0","45.0","37.2","29.4","45.0","99"
"Isaiah Bond","FA","WR","17","45.1","45.1","36.8","28.5","45.1","172"
"Jake Bobo","SEA","WR","17","45.6","45.6","36.4","27.3","45.6","135"
"Gunnar Helm","TEN","TE","17","47.0","57.7","36.4","25.8","47.0","45"
"Van Jefferson","TEN","WR","17","44.5","44.5","36.3","28.1","44.5","135"
"Deshaun Watson","CLE","QB","17","35.6","35.6","35.6","35.6","41.8","60"
"Zamir White","LVR","RB","17","39.6","39.6","35.2","30.8","39.6","89"
"Michael Carter","ARI","RB","17","40.4","40.4","34.3","28.3","40.4","89"
"Russell Wilson","NYG","QB","17","33.6","33.6","33.6","33.6","37.4","33"
"Jaleel McLaughlin","DEN","RB","17","38.3","38.3","33.6","28.9","38.3","76"
"Jackson Hawes","BUF","TE","17","42.5","51.5","33.5","24.4","42.5","66"
"Hunter Long","JAX","TE","17","43.7","54.1","33.2","22.8","43.7","66"
"Zay Jones","ARI","WR","17","41.3","41.3","32.9","24.6","41.3","135"
"Antonio Gibson","NE","RB","17","36.0","36.0","32.8","29.5","36.0","89"
"Allen Lazard","NYJ","WR","17","39.7","39.7","32.5","25.2","39.7","114"
"Phil Mafah","DAL","RB","17","35.9","35.9","32.2","28.5","35.9","89"
"Daniel Bellinger","NYG","TE","17","40.3","49.5","31.1","21.9","40.3","66"
"Jeremy McNichols","WAS","RB","17","33.8","33.8","31.0","28.2","33.8","116"
"Trey Sermon","PIT","RB","17","33.8","33.8","30.8","27.7","33.8","89"
"Tank Dell","HOU","WR","17","37.5","37.5","30.3","23.1","37.5","121"
"Cedrick Wilson","NO","WR","17","37.1","37.1","29.8","22.5","37.1","172"
"Bub Means","NO","WR","17","37.1","37.1","29.8","22.5","37.1","135"
"Luke Schoonmaker","DAL","TE","17","37.6","45.4","29.7","21.9","37.6","45"
"Hunter Renfrow","FA","WR","17","36.9","36.9","29.6","22.3","36.9","135"
"Tanner Hudson","CIN","TE","17","36.9","44.4","29.5","22.0","36.9","66"
"Craig Reynolds","DET","RB","17","32.2","32.2","29.4","26.7","32.2","116"
"Jordan Watkins","SF","WR","17","36.4","36.4","29.4","22.5","36.4","135"
"New CLE RB","CLE","RB","17","33.9","33.9","29.4","25.0","33.9",""
"Mack Hollins","NE","WR","17","35.9","35.9","29.3","22.7","35.9","135"
"Pharaoh Brown","MIA","TE","17","36.9","45.1","28.8","20.7","36.9",""
"New ARI WR","ARI","WR","17","35.2","35.2","28.6","22.0","35.2",""
"Chris Brooks","GB","RB","17","31.1","31.1","27.9","24.7","31.1","116"
"New PIT WR","PIT","WR","17","33.4","33.4","27.8","22.3","33.4",""
"Kalel Mullings","TEN","RB","17","29.7","29.7","27.7","25.7","29.7","89"
"Tez Johnson","TB","WR","17","33.6","33.6","27.6","21.6","33.6","135"
"Oronde Gadsden II","LAC","TE","17","34.8","42.3","27.4","20.0","34.8",""
"Logan Thomas","FA","TE","17","34.8","42.3","27.3","19.8","34.8","66"
"Jalen Milroe","SEA","QB","17","25.9","25.9","25.9","25.9","27.7","35"
"Lucas Krull","DEN","TE","17","33.7","41.4","25.9","18.2","33.7","66"
"Jamari Thrash","CLE","WR","17","32.4","32.4","25.8","19.2","32.4","135"
"Cam Akers","NO","RB","17","28.4","28.4","25.5","22.5","28.4","83"
"Julian Hill","MIA","TE","17","33.0","40.7","25.4","17.8","33.0","45"
"Kyle Juszczyk","SF","RB","17","31.5","31.5","25.1","18.7","31.5","116"
"Jeremy Ruckert","NYJ","TE","17","32.3","39.6","25.0","17.7","32.3","45"
"Alec Ingold","MIA","RB","17","31.1","31.1","25.0","18.8","31.1","116"
"David Bell","CLE","WR","17","31.6","31.6","24.8","18.1","31.6","172"
"Gabe Davis","FA","WR","17","28.7","28.7","23.9","19.1","28.7","172"
"Charlie Kolar","BAL","TE","17","29.4","35.0","23.9","18.3","29.4","66"
"Charlie Woerner","ATL","TE","17","29.2","35.1","23.3","17.4","29.2","45"
"Jaheim Bell","NE","TE","17","28.7","34.5","22.8","17.0","28.7","66"
"Gus Edwards","FA","RB","17","23.8","23.8","22.8","21.7","23.8","116"
"Grant Calcaterra","PHI","TE","17","28.1","33.6","22.7","17.2","28.1","45"
"Johnny Wilson","PHI","WR","17","27.1","27.1","22.6","18.1","27.1","135"
"Konata Mumpfield","LAR","WR","17","27.6","27.6","22.3","17.1","27.6","135"
"Andrew Ogletree","IND","TE","17","27.6","33.0","22.3","16.9","27.6","66"
"New CHI WR","CHI","WR","17","27.9","27.9","22.2","16.5","27.9",""
"Elijah Higgins","ARI","TE","17","26.8","32.0","21.5","16.3","26.8","45"
"Xavier Gipson","NYJ","WR","17","27.2","27.2","21.4","15.6","27.2","172"
"Mitchell Evans","CAR","TE","17","26.9","32.8","20.9","14.9","26.9","66"
"Josh Whyle","TEN","TE","17","26.9","32.9","20.8","14.7","26.9","66"
"AJ Barner","SEA","TE","17","26.7","32.6","20.7","14.7","26.7","45"
"Jordan Mims","NO","RB","17","24.0","24.0","20.6","17.2","24.0","116"
"Emari Demercado","ARI","RB","17","23.9","23.9","19.8","15.7","23.9","89"
"Marcus Yarns","NO","RB","17","23.8","23.8","19.4","15.0","23.8","116"
"New ATL RB 3","ATL","RB","17","22.3","22.3","19.1","15.9","22.3",""
"Chris Rodriguez Jr.","WAS","RB","17","21.0","21.0","19.0","16.9","21.0","89"
"Stone Smartt","NYJ","TE","17","24.2","29.7","18.8","13.3","24.2","45"
"Jonathan Mingo","CAR","WR","17","23.5","23.5","18.8","14.0","23.5","172"
"Jordan Akins","CLE","TE","17","23.1","28.2","18.0","12.9","23.1","66"
"Nelson Agholor","BAL","WR","17","22.4","22.4","17.8","13.3","22.4","172"
"Chris Manhertz","NYG","TE","17","23.2","28.7","17.7","12.1","23.2","66"
"New BUF RB","BUF","RB","17","18.5","18.5","17.4","16.4","18.5",""
"Joe Milton","DAL","QB","17","17.3","17.3","17.3","17.3","20.0","38"
"Ross Dwelley","ATL","TE","17","21.4","25.8","17.1","12.7","21.4","66"
"Juju Smith-Schuster","KC","WR","17","21.0","21.0","17.0","12.9","21.0","135"
"Gavin Bartholomew","MIN","TE","17","21.2","25.5","16.9","12.6","21.2","66"
"Will Mallory","IND","TE","17","21.0","25.2","16.7","12.5","21.0","66"
"Brock Wright","DET","TE","17","21.7","26.8","16.6","11.4","21.7","45"
"Jalen Brooks","DAL","WR","17","19.2","19.2","15.7","12.2","19.2","135"
"Zach Wilson","MIA","QB","17","15.3","15.3","15.3","15.3","17.7","38"
"Roc Taylor","PIT","WR","17","19.2","19.2","15.3","11.4","19.2","172"
"New JAX WR 2","JAX","WR","17","18.6","18.6","15.3","11.9","18.6",""
"Jake Haener","NO","QB","17","15.2","15.2","15.2","15.2","17.5","60"
"Efton Chism III","NE","WR","17","18.7","18.7","15.1","11.4","18.7","121"
"Devontez Walker","BAL","WR","17","18.6","18.6","15.0","11.4","18.6","121"
"Michael Woods","CLE","WR","17","18.1","18.1","14.6","11.1","18.1","172"
"Russell Gage","FA","WR","17","18.2","18.2","14.4","10.6","18.2","172"
"John Bates","WAS","TE","17","17.8","21.3","14.2","10.7","17.8","66"
"Tommy Mellott","LVR","WR","17","17.6","17.6","14.2","10.8","17.6","172"
"Trenton Irwin","CIN","WR","17","17.7","17.7","14.1","10.6","17.7","172"
"Tommy Tremble","CAR","TE","17","17.8","21.8","13.8","9.8","17.8","45"
"Michael Gallup","WAS","WR","17","16.9","16.9","13.5","10.0","16.9","135"
"AJ Dillon","PHI","RB","17","14.2","14.2","13.3","12.4","14.2","83"
"Connor Heyward","PIT","TE","17","17.3","21.3","13.3","9.3","17.3","66"
"Parris Campbell","DAL","WR","17","16.2","16.2","13.2","10.2","16.2","172"
"Julius Chestnut","TEN","RB","17","13.4","13.4","12.9","12.4","13.4","116"
"Ja'Lynn Polk","NE","WR","17","15.7","15.7","12.6","9.5","15.7","135"
"Dalen Cambre","NYG","WR","17","16.0","16.0","12.5","9.1","16.0","172"
"New DAL TE","DAL","TE","17","15.5","18.7","12.2","9.0","15.5",""
"Kendall Milton","FA","RB","17","14.1","14.1","12.1","10.2","14.1","116"
"Demarcus Robinson","SF","WR","17","15.2","15.2","12.1","9.1","15.2","114"
"Brevin Jordan","HOU","TE","17","15.4","18.6","12.1","8.9","15.4","45"
"Devin Culp","TB","TE","17","15.2","18.5","11.9","8.6","15.2","66"
"Johnny Mundt","JAX","TE","17","16.1","20.3","11.9","7.7","16.1","66"
"Kylen Granson","PHI","TE","17","15.1","18.4","11.8","8.5","15.1","45"
"Moliki Matavao","NO","TE","17","16.2","20.6","11.8","7.4","16.2","66"
"Tre Stewart","MIN","RB","17","13.8","13.8","11.6","9.4","13.8","89"
"Ashton Dulin","IND","WR","17","14.0","14.0","11.6","9.2","14.0","172"
"Dameon Pierce","HOU","RB","17","13.4","13.4","11.5","9.6","13.4","89"
"Audric Estime","DEN","RB","17","12.1","12.1","11.5","10.9","12.1","83"
"Harrison Bryant","PHI","TE","17","14.5","17.6","11.4","8.2","14.5","66"
"Ty Chandler","MIN","RB","17","12.3","12.3","11.3","10.3","12.3","89"
"Chris Blair","ATL","WR","17","13.9","13.9","11.3","8.8","13.9","172"
"Tip Reiman","ARI","TE","17","14.3","17.5","11.1","7.9","14.3","66"
"Luke Farrell","SF","TE","17","14.3","17.5","11.1","7.9","14.3","66"
"Kenny McIntosh","SEA","RB","17","13.0","13.0","11.0","9.1","13.0","89"
"Nate Adkins","DEN","TE","17","13.7","16.4","10.9","8.1","13.7","66"
"Tylan Wallace","BAL","WR","17","13.6","13.6","10.8","8.1","13.6","172"
"Jase McClellan","ATL","RB","17","11.4","11.4","10.4","9.4","11.4","89"
"Michael Burton","DEN","RB","17","12.7","12.7","10.4","8.0","12.7","116"
"Rasheen Ali","BAL","RB","17","12.8","12.8","10.2","7.6","12.8","116"
"Colby Parkinson","LAR","TE","17","12.8","15.7","10.0","7.2","12.8","66"
"Kaden Prather","BUF","WR","17","12.3","12.3","10.0","7.7","12.3","135"
"Jeff Wilson Jr.","MIA","RB","17","10.5","10.5","10.0","9.5","10.5","116"
"Tanner Conner","MIA","TE","17","12.8","15.7","9.9","7.0","12.8","66"
"C.J. Ham","MIN","RB","17","12.2","12.2","9.9","7.6","12.2","116"
"Trey Sermon","IND","RB","17","11.5","11.5","9.7","7.9","11.5","89"
"Cooper Rush","BAL","QB","17","9.5","9.5","9.5","9.5","11.6","60"
"Joshua Dobbs","NE","QB","17","9.5","9.5","9.5","9.5","10.4","38"
"Patrick Ricard","BAL","RB","17","10.9","10.9","9.1","7.3","10.9","116"
"Mac Jones","SF","QB","17","8.9","8.9","8.9","8.9","10.5","38"
"Jimmy Garoppolo","LAR","QB","17","8.7","8.7","8.7","8.7","10.4","60"
"Pierre Strong Jr.","CLE","RB","17","9.2","9.2","8.7","8.2","9.2","116"
"Jameis Winston","NYG","QB","17","8.5","8.5","8.5","8.5","9.7","38"
"D'Onta Foreman","CLE","RB","17","9.0","9.0","8.5","7.9","9.0","116"
"Dorian Thompson-Robinson","PHI","QB","17","8.4","8.4","8.4","8.4","9.4","60"
"Kimani Vidal","LAC","RB","17","9.0","9.0","8.0","7.1","9.0","89"
"Adam Trautman","DEN","TE","17","9.8","11.6","7.9","6.0","9.8","66"
"Jared Wiley","KC","TE","17","9.9","12.0","7.8","5.8","9.9","45"
"Desmond Ridder","ARI","QB","17","7.8","7.8","7.8","7.8","9.2","60"
"Tucker Fisk","ATL","TE","17","9.7","11.7","7.8","5.8","9.7","66"
"Jake Browning","CIN","QB","17","7.7","7.7","7.7","7.7","9.4","38"
"Dominic Lovett","DET","WR","17","9.4","9.4","7.7","6.0","9.4","172"
"Nick Nash","ATL","WR","17","9.7","9.7","7.6","5.6","9.7","135"
"Hunter Renfrow","CAR","WR","17","9.4","9.4","7.6","5.7","9.4","135"
"Malik Willis","GB","QB","17","7.5","7.5","7.5","7.5","8.7","38"
"Payne Durham","TB","TE","17","9.6","11.8","7.4","5.2","9.6","66"
"Quincy Skinner","ATL","WR","17","9.0","9.0","7.3","5.7","9.0",""
"Hendon Hooker","DET","QB","17","7.3","7.3","7.3","7.3","8.6","38"
"Caleb Lohner","DEN","TE","17","9.2","11.2","7.1","5.0","9.2","45"
"Mitchell Trubisky","BUF","QB","17","7.0","7.0","7.0","7.0","8.2","60"
"Marcus Mariota","WAS","QB","17","6.8","6.8","6.8","6.8","8.0","38"
"Brandon Powell","MIN","WR","17","8.6","8.6","6.8","5.0","8.6","172"
"Sione Vaki","DET","RB","17","7.3","7.3","6.8","6.2","7.3","89"
"Blaine Gabbert","KC","QB","17","6.7","6.7","6.7","6.7","7.9","60"
"New KC WR 2","KC","WR","17","8.3","8.3","6.7","5.2","8.3",""
"Kyle Trask","TB","QB","17","6.7","6.7","6.7","6.7","8.1","60"
"Robbie Ouzts","SEA","TE","17","8.6","10.5","6.7","4.8","8.6","116"
"Quez Watkins","PIT","WR","17","8.2","8.2","6.6","5.0","8.2","172"
"Tyler Boyd","TEN","WR","17","8.3","8.3","6.5","4.7","8.3","172"
"Hayden Hurst","LAC","TE","17","8.2","10.0","6.4","4.7","8.2","66"
"Will Levis","TEN","QB","17","6.2","6.2","6.2","6.2","7.1","38"
"Nick Mullens","JAX","QB","17","6.2","6.2","6.2","6.2","7.2","60"
"Marquez Callaway","NO","WR","17","7.8","7.8","6.2","4.6","7.8","172"
"Tyson Bagent","CHI","QB","17","6.0","6.0","6.0","6.0","7.1","60"
"Henry Parrish Jr.","FA","RB","17","6.5","6.5","6.0","5.5","6.5","116"
"Taylor Heinicke","LAC","QB","17","5.9","5.9","5.9","5.9","6.9","60"
"Jarrett Stidham","DEN","QB","17","5.9","5.9","5.9","5.9","7.1","60"
"LaJohntay Wester","BAL","WR","17","7.2","7.2","5.8","4.4","7.2","135"
"Derius Davis","LAC","WR","17","6.7","6.7","5.7","4.7","6.7","135"
"Andy Dalton","CAR","QB","17","5.7","5.7","5.7","5.7","6.6","38"
"Darrynton Evans","CHI","RB","17","5.6","5.6","5.6","5.6","5.6","116"
"Kirk Cousins","ATL","QB","17","5.6","5.6","5.6","5.6","6.6","37"
"Ke'Shawn Williams","PIT","WR","17","7.3","7.3","5.5","3.8","7.3",""
"Dylan Laube","LVR","RB","17","6.6","6.6","5.5","4.4","6.6","116"
"Eric Gray","NYG","RB","17","6.4","6.4","5.4","4.3","6.4","116"
"Tyler Johnson","LAR","WR","17","6.6","6.6","5.3","3.9","6.6","172"
"Aidan O'Connell","LVR","QB","17","5.2","5.2","5.2","5.2","6.2","38"
"Tyrod Taylor","NYJ","QB","17","5.2","5.2","5.2","5.2","6.0","60"
"Will Howard","PIT","QB","17","4.9","4.9","4.9","4.9","5.4","60"
"Mason Rudolph","PIT","QB","17","4.9","4.9","4.9","4.9","5.4","60"
"Raheim Sanders","LAC","RB","17","5.4","5.4","4.9","4.4","5.4","89"
"Carlos Washington","ATL","RB","17","5.9","5.9","4.9","3.9","5.9","116"
"Avery Williams","ATL","RB","17","5.9","5.9","4.9","3.9","5.9","116"
"Spencer Rattler","NO","QB","17","4.6","4.6","4.6","4.6","4.6","38"
"Josiah Deguara","JAX","TE","17","6.1","7.8","4.5","2.9","6.1","66"
"Chase Edmonds","TB","RB","17","5.5","5.5","4.4","3.2","5.5","116"
"New MIN TE","MIN","TE","17","5.3","6.4","4.2","3.2","5.3",""
"Jamison Crowder","WAS","WR","17","5.5","5.5","4.2","2.8","5.5","172"
"Ainias Smith","PHI","WR","17","4.8","4.8","4.1","3.3","4.8","172"
"Davis Allen","LAR","TE","17","5.0","6.1","3.9","2.9","5.0","66"
"Geoff Swaim","ARI","TE","17","4.7","5.8","3.7","2.7","4.7","66"
"Laviska Shenault Jr.","BUF","WR","17","4.6","4.6","3.7","2.8","4.6","172"
"New BAL RB","BAL","RB","17","4.7","4.7","3.6","2.4","4.7",""
"Erik Ezukama","MIA","WR","17","4.4","4.4","3.6","2.7","4.4",""
"Durham Smythe","CHI","TE","17","4.5","5.5","3.6","2.6","4.5","66"
"Tejhaun Palmer","ARI","WR","17","4.4","4.4","3.6","2.7","4.4","172"
"Ian Thomas","CAR","TE","17","4.5","5.5","3.5","2.5","4.5","66"
"Harrison Bryant","LVR","TE","17","4.6","5.6","3.5","2.5","4.6","66"
"Gerald Everett","CHI","TE","17","4.4","5.4","3.5","2.5","4.4","66"
"Tahj Washington","MIA","WR","17","4.3","4.3","3.5","2.6","4.3","172"
"Charlie Jones","CIN","WR","17","4.2","4.2","3.4","2.5","4.2","172"
"Thomas Fidone II","NYG","TE","17","4.4","5.4","3.4","2.4","4.4",""
"Nick Vannett","TEN","TE","17","4.4","5.5","3.4","2.3","4.4","66"
"Jesper Horsted","LVR","TE","17","4.3","5.4","3.3","2.3","4.3","66"
"Quinn Ewers","MIA","QB","17","3.3","3.3","3.3","3.3","3.9","38"
"Bo Melton","GB","WR","17","4.0","4.0","3.3","2.5","4.0","172"
"Dee Eskridge","MIA","WR","17","4.2","4.2","3.3","2.3","4.2","172"
"New PHI WR","PHI","WR","17","3.9","3.9","3.2","2.5","3.9",""
"Blake Whiteheart","CLE","TE","17","4.3","5.3","3.2","2.2","4.3","66"
"John Metchie III","HOU","WR","17","4.1","4.1","3.2","2.3","4.1","135"
"Mo Alie-Cox","IND","TE","17","4.0","4.7","3.2","2.4","4.0","66"
"Hassan Haskins","LAC","RB","17","3.6","3.6","3.2","2.7","3.6","116"
"Xavier Restrepo","TEN","WR","17","4.0","4.0","3.1","2.3","4.0","109"
"Kenny Yeboah","NYJ","TE","17","4.0","5.0","3.1","2.2","4.0","66"
"Deuce Vaughn","DAL","RB","17","3.7","3.7","3.0","2.4","3.7","116"
"New JAX WR","JAX","WR","17","3.8","3.8","2.9","2.1","3.8",""
"Cooper Rush","DAL","QB","17","2.9","2.9","2.9","2.9","3.6","60"
"Ameer Abdullah","LVR","RB","17","3.4","3.4","2.9","2.3","3.4","116"
"Jalen Reagor","LAC","WR","17","3.6","3.6","2.9","2.1","3.6","172"
"Davis Mills","HOU","QB","17","2.7","2.7","2.7","2.7","3.2","60"
"Trayveon Williams","CIN","RB","17","3.3","3.3","2.7","2.1","3.3","116"
"Chris Evans","CIN","RB","17","3.3","3.3","2.7","2.1","3.3","116"
"DJ Chark Jr.","LAC","WR","17","3.3","3.3","2.6","1.9","3.3",""
"Nyheim Hines","CLE","RB","17","3.1","3.1","2.6","2.1","3.1","116"
"Graham Mertz","HOU","QB","17","2.4","2.4","2.4","2.4","2.9","60"
"Sincere McCormick","LVR","RB","17","2.4","2.4","2.4","2.4","2.4","89"
"Ricky White","SEA","WR","17","2.9","2.9","2.3","1.7","2.9","172"
"James Mitchell","DET","TE","17","2.9","3.4","2.3","1.7","2.9","66"
"Kyle McCord","PHI","QB","17","2.2","2.2","2.2","2.2","2.8","38"
"Carson Steele","KC","RB","17","2.2","2.2","2.2","2.2","2.2","116"
"Dillon Johnson","TEN","RB","17","2.5","2.5","2.1","1.6","2.5","116"
"Jonathan Ward","TEN","RB","17","2.5","2.5","2.1","1.6","2.5","116"
"Riley Leonard","IND","QB","17","2.0","2.0","2.0","2.0","2.5","60"
"Daurice Fountain","DET","WR","17","2.5","2.5","2.0","1.6","2.5","172"
"Michael Jacobson","NO","TE","17","2.5","3.0","2.0","1.5","2.5","66"
"Justin Shorter","BUF","WR","17","2.4","2.4","2.0","1.5","2.4","66"
"A.T. Perry","NO","WR","17","2.4","2.4","1.9","1.5","2.4","172"
"Rondale Moore","MIN","WR","17","2.4","2.4","1.9","1.5","2.4","135"
"Cole Turner","WAS","TE","17","2.4","2.9","1.9","1.4","2.4","66"
"Josh Ali","ATL","WR","17","2.3","2.3","1.9","1.5","2.3","172"
"Andrew Beck","HOU","RB","17","2.5","2.5","1.9","1.3","2.5","66"
"Equanimeous St. Brown","CHI","WR","17","2.3","2.3","1.9","1.4","2.3","172"
"Kendrick Bourne","NE","WR","17","2.3","2.3","1.8","1.4","2.3","135"
"Jalen Guyton","LVR","WR","17","2.2","2.2","1.8","1.4","2.2","172"
"Dallin Holker","NO","TE","17","2.2","2.6","1.8","1.3","2.2","66"
"Jackson Meeks","DET","WR","17","2.1","2.1","1.7","1.3","2.1","172"
"Bisi Johnson","MIN","WR","17","2.1","2.1","1.7","1.3","2.1",""
"Isaiah Hodgins","NYG","WR","17","2.1","2.1","1.7","1.2","2.1","172"
"Javon Baker","NE","WR","17","2.0","2.0","1.7","1.3","2.0","172"
"Quintin Morris","BUF","TE","17","2.1","2.6","1.6","1.1","2.1","66"
"Anthony Gould","IND","WR","17","2.0","2.0","1.6","1.2","2.0","172"
"New PHI WR 2","PHI","WR","17","2.0","2.0","1.6","1.2","2.0",""
"Jacob Cowing","SF","WR","17","2.0","2.0","1.6","1.1","2.0","121"
"Velus Jones Jr.","CHI","WR","17","1.9","1.9","1.5","1.1","1.9","116"
"Eric Saubert","SF","TE","17","2.0","2.5","1.5","1.0","2.0","66"
"Luke Lachey","HOU","TE","17","2.0","2.5","1.5","1.0","2.0","66"
"Trey Palmer","TB","WR","17","1.8","1.8","1.4","1.1","1.8","172"
"Teagan Quitoriano","HOU","TE","17","1.9","2.4","1.4","1.0","1.9","66"
"Casey Washington","ATL","WR","17","1.8","1.8","1.4","1.0","1.8","172"
"Brayden Willis","SF","TE","17","1.9","2.4","1.4","0.9","1.9","66"
"Skyy Moore","KC","WR","17","1.8","1.8","1.4","1.0","1.8","172"
"Joaquin Davis","DEN","WR","17","1.8","1.8","1.4","1.0","1.8",""
"Isaiah McKenzie","NYG","WR","17","1.8","1.8","1.4","0.9","1.8","172"
"Xavier Weaver","ARI","WR","17","1.8","1.8","1.3","0.9","1.8","172"
"Muhsin Muhammad III","CAR","WR","17","1.7","1.7","1.3","0.9","1.7",""
"Ko Kieft","TB","TE","17","1.7","2.2","1.2","0.8","1.7","66"
"New ARI WR 2","ARI","WR","17","1.6","1.6","1.2","0.8","1.6",""
"Xavier Hutchinson","HOU","WR","17","1.6","1.6","1.2","0.8","1.6","172"
"Jason Brownlee","NYJ","WR","17","1.6","1.6","1.2","0.8","1.6","172"
"Tyler Goodson","IND","RB","17","1.1","1.1","1.1","1.1","1.1","89"
"Irvin Charles","NYJ","WR","17","1.3","1.3","1.0","0.6","1.3","172"
"Malik Taylor","NYJ","WR","17","1.3","1.3","1.0","0.6","1.3","172"
"Junior Bergen","SF","WR","17","1.1","1.1","0.9","0.6","1.1","172"
"Dontrell Hilliard","TEN","RB","17","0.6","0.6","0.6","0.6","0.6","116"
"George Holani","SEA","RB","17","0.5","0.5","0.5","0.5","0.5","116"
"Cody Schrader","SF","RB","17","0.0","0.0","0.0","0.0","0.0","116"
"Myles Gaskin","MIN","RB","17","0.0","0.0","0.0","0.0","0.0","116"
"Random Player","FA","RB","17","0.0","0.0","0.0","0.0","0.0",""
"New GB RB","GB","RB","17","0.0","0.0","0.0","0.0","0.0",""
"Dare Ogunbowale","HOU","RB","17","0.0","0.0","0.0","0.0","0.0","116"
"Random Player","FA","RB","17","0.0","0.0","0.0","0.0","0.0",""
"New LAC RB","LAC","RB","17","0.0","0.0","0.0","0.0","0.0",""
"Random Player","FA","QB","17","0.0","0.0","0.0","0.0","0.0",""
"Byron Pringle","WAS","WR","17","0.0","0.0","0.0","0.0","0.0","172"
"D'Ernest Johnson","JAX","RB","17","0.0","0.0","0.0","0.0","0.0","116"
"Israel Abanikanda","NYJ","RB","17","0.0","0.0","0.0","0.0","0.0","116"
"Lew Nichols","PHI","RB","17","0.0","0.0","0.0","0.0","0.0","116"
"Sam Howell","SEA","QB","17","0.0","0.0","0.0","0.0","0.0","38"
"Braxton Berrios","HOU","WR","17","0.0","0.0","0.0","0.0","0.0","172"
"Random Player","FA","WR","17","0.0","0.0","0.0","0.0","0.0",""
"Jonathon Brooks","CAR","RB","17","0.0","0.0","0.0","0.0","0.0","116"
"Ronnie Rivers","LAR","RB","17","0.0","0.0","0.0","0.0","0.0","116"
"Blake Watson","DEN","RB","17","0.0","0.0","0.0","0.0","0.0","116"
"Clyde Edwards-Helaire","KC","RB","17","0.0","0.0","0.0","0.0","0.0","116"
"JaMycal Hasty","NE","RB","17","0.0","0.0","0.0","0.0","0.0","116"
